userid;answerid;scenario;intent;status;answer_annotation;notes;suggested_entities;answer_normalised;answer;question
;599;general;praise;;you rock, thank you very much, olly.;;;;you rock, thank you very much, olly.;
;600;general;praise;;well done, i appreciate it, olly.;;;;well done, i appreciate it, olly.;
;601;general;praise;;you helped a lot, thank you.;;;;you helped a lot, thank you.;
;602;general;praise;;you rock, musch appreciated, olly.;;;;you rock, musch appreciated, olly.;
;603;general;praise;;it is helpful,, olly.;;;;it is helpful,, olly.;
;604;general;praise;;you are my hero, thank you.;;;;you are my hero, thank you.;
;605;general;praise;;you did fantastic work,.;;;;you did fantastic work,.;
;606;general;praise;;that's amazing work, olly.;;;;that's amazing work, olly.;
;607;general;praise;;you've done it right thank you very much.;;;;you've done it right thank you very much.;
;608;general;praise;;that's nice one, thank you so much, olly.;;;;that's nice one, thank you so much, olly.;
;609;general;praise;;thanks for your response.;;;;thanks for your response.;
;610;general;praise;;you have done that correctly appreciated.;;;;you have done that correctly appreciated.;
;611;general;praise;;you are so helpful, musch appreciated, olly.;;;;you are so helpful, musch appreciated, olly.;
;612;general;praise;;you did nice work, thanks.;;;;you did nice work, thanks.;
;613;general;praise;;you are so helpful,, olly.;;;;you are so helpful,, olly.;
;614;general;praise;;i appreciate your response.;;;;i appreciate your response.;
;615;general;praise;;great work, you did well, olly.;;;;great work, you did well, olly.;
;616;general;praise;;it is useful, thanks, olly.;;;;it is useful, thanks, olly.;
;617;general;praise;;you are my star,.;;;;you are my star,.;
;618;general;praise;;you helped a lot, thank you, olly.;;;;you helped a lot, thank you, olly.;
;619;general;praise;;it was useful, appreciated.;;;;it was useful, appreciated.;
;620;general;praise;;you've done that correctly.;;;;you've done that correctly.;
;621;general;praise;;perfect job, you've done well.;;;;perfect job, you've done well.;
;622;general;praise;;you did nice job, thank you very much.;;;;you did nice job, thank you very much.;
;623;general;praise;;it was wonderful.;;;;it was wonderful.;
;624;general;praise;;ah it's great work.;;;;ah it's great work.;
;625;general;praise;;you have done it correctly thank you, olly.;;;;you have done it correctly thank you, olly.;
;626;general;praise;;you are my star, thank you so much.;;;;you are my star, thank you so much.;
;627;general;praise;;it's useful, musch appreciated.;;;;it's useful, musch appreciated.;
;628;general;praise;;you are awesome, appreciated.;;;;you are awesome, appreciated.;
;629;general;praise;;that's fantastic, thank you.;;;;that's fantastic, thank you.;
;630;general;praise;;it was helpful, thank you so much.;;;;it was helpful, thank you so much.;
;631;general;praise;;that's nice job, thank you so much.;;;;that's nice job, thank you so much.;
;632;general;praise;;it's wonderful work.;;;;it's wonderful work.;
;633;general;praise;;thanks for your help.;;;;thanks for your help.;
;634;general;praise;;you've done it right appreciated.;;;;you've done it right appreciated.;
;635;general;praise;;it's helpful, appreciated.;;;;it's helpful, appreciated.;
;636;general;praise;;you did awesome work, musch appreciated, olly.;;;;you did awesome work, musch appreciated, olly.;
;637;general;praise;;you are helpful,.;;;;you are helpful,.;
;638;general;praise;;you helped a lot,.;;;;you helped a lot,.;
;639;general;praise;;that's cool, thank you very much.;;;;that's cool, thank you very much.;
;640;general;praise;;that's useful, i appreciate it, olly.;;;;that's useful, i appreciate it, olly.;
;641;general;praise;;thank you very much.;;;;thank you very much.;
;642;general;praise;;it's useful, i appreciate it, olly.;;;;it's useful, i appreciate it, olly.;
;643;general;praise;;you did perfect job, thank you very much, olly.;;;;you did perfect job, thank you very much, olly.;
;644;general;praise;;that's helpful, musch appreciated, olly.;;;;that's helpful, musch appreciated, olly.;
;645;general;praise;;thanks, that was awesome job.;;;;thanks, that was awesome job.;
;646;general;praise;;it's fantastic job, i appreciate it.;;;;it's fantastic job, i appreciate it.;
;647;general;praise;;you are my star, appreciated.;;;;you are my star, appreciated.;
;648;general;praise;;well done, appreciated, olly.;;;;well done, appreciated, olly.;
;649;general;praise;;awesome work, you did well.;;;;awesome work, you did well.;
;650;general;praise;;you are hero, thanks.;;;;you are hero, thanks.;
;651;general;praise;;it's nice, appreciated.;;;;it's nice, appreciated.;
;652;general;praise;;you have done that right thanks.;;;;you have done that right thanks.;
;653;general;praise;;it's useful, thank you very much.;;;;it's useful, thank you very much.;
;654;general;praise;;thank you so much for the help, olly.;;;;thank you so much for the help, olly.;
;655;general;praise;;you rock, thank you.;;;;you rock, thank you.;
;656;general;praise;;it's cool, musch appreciated, olly.;;;;it's cool, musch appreciated, olly.;
;657;general;praise;;it was helpful, musch appreciated.;;;;it was helpful, musch appreciated.;
;658;general;praise;;that's good, thanks.;;;;that's good, thanks.;
;659;general;praise;;you've done it right thanks.;;;;you've done it right thanks.;
;660;general;praise;;appreciated, that was fantastic.;;;;appreciated, that was fantastic.;
;661;general;praise;;thank you, olly.;;;;thank you, olly.;
;662;general;praise;;thanks for the information.;;;;thanks for the information.;
;663;general;praise;;appreciate the asssistance.;;;;appreciate the asssistance.;
;664;general;praise;;that is cool, appreciated.;;;;that is cool, appreciated.;
;665;general;praise;;thanks for your helping, olly.;;;;thanks for your helping, olly.;
;666;general;praise;;that was nice one.;;;;that was nice one.;
;667;general;praise;;you rock, thanks.;;;;you rock, thanks.;
;668;general;praise;;you did perfect work, i appreciate it.;;;;you did perfect work, i appreciate it.;
;669;general;praise;;appreciated, that's wonderful job.;;;;appreciated, that's wonderful job.;
;670;general;praise;;it was excellent job.;;;;it was excellent job.;
;671;general;praise;;you are awesome, thank you.;;;;you are awesome, thank you.;
;672;general;praise;;it's good work, i appreciate it.;;;;it's good work, i appreciate it.;
;673;general;praise;;thanks for your answers.;;;;thanks for your answers.;
;674;general;praise;;amazing job, you have done well.;;;;amazing job, you have done well.;
;675;general;praise;;it's good one, thank you so much, olly.;;;;it's good one, thank you so much, olly.;
;676;general;praise;;that's great work, thank you so much, olly.;;;;that's great work, thank you so much, olly.;
;677;general;praise;;it was good job, i appreciate it, olly.;;;;it was good job, i appreciate it, olly.;
;678;general;praise;;you are my star, musch appreciated, olly.;;;;you are my star, musch appreciated, olly.;
;679;general;praise;;you are the best,.;;;;you are the best,.;
;680;general;praise;;that is helpful, appreciated.;;;;that is helpful, appreciated.;
;681;general;praise;;ah it's awesome work.;;;;ah it's awesome work.;
;682;general;praise;;that is cool, thank you.;;;;that is cool, thank you.;
;683;general;praise;;musch appreciated, it's good one, olly.;;;;musch appreciated, it's good one, olly.;
;684;general;praise;;thank you so much for listening.;;;;thank you so much for listening.;
;685;general;praise;;musch appreciated, olly.;;;;musch appreciated, olly.;
;686;general;praise;;you've done it correctly appreciated.;;;;you've done it correctly appreciated.;
;687;general;praise;;you are the best, musch appreciated.;;;;you are the best, musch appreciated.;
;688;general;praise;;that's helpful, thank you very much.;;;;that's helpful, thank you very much.;
;689;general;praise;;that is useful, appreciated, olly.;;;;that is useful, appreciated, olly.;
;690;general;praise;;musch appreciated.;;;;musch appreciated.;
;691;general;praise;;excellent work, you did well.;;;;excellent work, you did well.;
;692;general;praise;;oh it's nice one.;;;;oh it's nice one.;
;693;general;praise;;ah it's good, olly.;;;;ah it's good, olly.;
;694;general;praise;;thank you for your help, olly.;;;;thank you for your help, olly.;
;695;general;praise;;that's useful, thanks.;;;;that's useful, thanks.;
;696;general;praise;;you rock, thank you so much.;;;;you rock, thank you so much.;
;697;general;praise;;thank you very much for your helps.;;;;thank you very much for your helps.;
;698;general;praise;;you did fantastic job, appreciated.;;;;you did fantastic job, appreciated.;
;699;general;praise;;you've done that correctly, olly.;;;;you've done that correctly, olly.;
;700;general;praise;;thank you very much for completing it.;;;;thank you very much for completing it.;
;701;general;praise;;nice job, you have done well.;;;;nice job, you have done well.;
;702;general;praise;;it's nice one, i appreciate it.;;;;it's nice one, i appreciate it.;
;703;general;praise;;that is wonderful, thank you very much, olly.;;;;that is wonderful, thank you very much, olly.;
;704;general;praise;;it was cool, i appreciate it, olly.;;;;it was cool, i appreciate it, olly.;
;705;general;praise;;you've done that correctly thank you so much.;;;;you've done that correctly thank you so much.;
;706;general;praise;;good job, you have done well.;;;;good job, you have done well.;
;707;general;praise;;thanks for helping.;;;;thanks for helping.;
;708;general;praise;;that was perfect, thank you very much, olly.;;;;that was perfect, thank you very much, olly.;
;709;general;praise;;it was cool,.;;;;it was cool,.;
;710;general;praise;;you have done that right.;;;;you have done that right.;
;711;general;praise;;thank you very much for the answer, olly.;;;;thank you very much for the answer, olly.;
;712;general;praise;;that was helpful, i appreciate it.;;;;that was helpful, i appreciate it.;
;713;general;praise;;it is amazing work, appreciated, olly.;;;;it is amazing work, appreciated, olly.;
;714;general;praise;;that's good one, thank you very much, olly.;;;;that's good one, thank you very much, olly.;
;715;general;praise;;excellent job, you've done well.;;;;excellent job, you've done well.;
;716;general;praise;;thanks for helps.;;;;thanks for helps.;
;717;general;praise;;you have done that right thank you so much.;;;;you have done that right thank you so much.;
;718;general;praise;;fantastic job, you did well.;;;;fantastic job, you did well.;
;719;general;praise;;well done, thank you very much, olly.;;;;well done, thank you very much, olly.;
;720;general;praise;;you have done it right thank you, olly.;;;;you have done it right thank you, olly.;
;721;general;praise;;musch appreciated, it's good work.;;;;musch appreciated, it's good work.;
;722;general;praise;;i appreciate the help.;;;;i appreciate the help.;
;723;general;praise;;i appreciate it, that's amazing.;;;;i appreciate it, that's amazing.;
;724;general;praise;;that's great one, i appreciate it, olly.;;;;that's great one, i appreciate it, olly.;
;725;general;praise;;ah that's excellent work.;;;;ah that's excellent work.;
;726;general;praise;;you helped a lot, i appreciate it.;;;;you helped a lot, i appreciate it.;
;727;general;praise;;i appreciate the answer.;;;;i appreciate the answer.;
;728;general;praise;;great job, you did well, olly.;;;;great job, you did well, olly.;
;729;general;praise;;you did good job, thanks.;;;;you did good job, thanks.;
;730;general;praise;;wonderful work, you have done well.;;;;wonderful work, you have done well.;
